City_ID,city,Lat,Lng,Max Temp,Cloudiness,Humidity,Wind Speed,Country,Date
314,grindavik,33.5873,-102.378,92.19,19.0,22.0,8.86,US,1623025216.0
315,afonso bezerra,44.8408,-93.2983,91.98,20.0,43.0,4.0,US,1623025216.0
316,caluquembe,-22.9575,14.5053,72.55,0.0,24.0,9.24,NA,1623025216.0
317,hobyo,70.8578,29.0864,39.38,5.0,72.0,1.05,NO,1623025217.0
318,genhe,37.5683,126.9778,70.56,75.0,68.0,6.06,KR,1623024956.0
319,caravelas,5.3511,-0.6231,81.07,26.0,84.0,9.17,GH,1623025217.0
320,suzu,40.8021,-124.1637,68.67,73.0,70.0,8.99,US,1623025217.0
321,mandalgovi,-8.9266,125.4092,65.16,43.0,64.0,3.02,TL,1623025218.0
322,pevek,64.2539,-15.2082,46.85,96.0,98.0,13.0,IS,1623025218.0
323,naze,17.1561,-89.0714,80.74,40.0,94.0,9.26,BZ,1623025218.0
324,ahmadpur east,66.4167,112.4,43.47,78.0,59.0,23.8,RU,1623025218.0
325,pushkinskiye gory,34.6391,-120.4579,74.79,90.0,73.0,11.99,US,1623025219.0
326,georgetown,41.8833,140.6833,61.03,40.0,88.0,8.75,JP,1623025219.0
327,pisco,31.5,34.4667,69.78,0.0,70.0,4.27,PS,1623025219.0
328,amderma,40.7765,-73.4673,88.88,1.0,63.0,1.01,US,1623025219.0
329,varzob,61.95,159.2333,47.01,93.0,76.0,5.21,RU,1623024977.0
330,saint-augustin,8.0833,77.5667,80.15,95.0,83.0,15.82,IN,1623025220.0
331,dzerzhinsk,-41.0667,145.9167,56.25,100.0,87.0,21.21,AU,1623025220.0
332,nemuro,42.6088,-7.7712,52.21,42.0,97.0,4.03,ES,1623025220.0
333,constitucion,12.6606,-1.8922,82.8,36.0,52.0,22.55,BF,1623025220.0
334,lianran,-21.6403,-41.0511,74.32,100.0,85.0,13.62,BR,1623025221.0
335,touros,63.7256,8.834,54.9,47.0,93.0,11.77,NO,1623025221.0
336,esperance,33.7321,-84.9191,82.0,100.0,93.0,3.49,US,1623025088.0
337,herat,38.2206,-90.396,82.51,100.0,78.0,7.09,US,1623025221.0
338,kholodnyy,-3.9443,119.7848,80.87,50.0,71.0,5.32,ID,1623025221.0
339,dudinka,34.1668,-82.1165,84.78,90.0,77.0,25.32,US,1623025222.0
340,pita,61.5814,-149.4394,74.48,1.0,42.0,6.91,US,1623025109.0
341,upernavik,5.3833,-52.95,75.96,100.0,89.0,2.24,GF,1623025222.0
342,levelland,8.3018,30.1418,74.89,61.0,82.0,2.71,SS,1623025222.0
343,bloomington,-34.3759,-55.2377,48.67,40.0,92.0,7.23,UY,1623025222.0
344,walvis bay,-20.5167,57.5167,73.78,40.0,78.0,11.7,MU,1623025223.0
345,berlevag,39.4022,67.2431,76.62,32.0,20.0,7.61,UZ,1623025223.0
346,seoul,-36.7167,-73.1167,46.08,98.0,93.0,3.44,CL,1623025223.0
347,winneba,54.0359,19.0266,55.89,61.0,83.0,2.51,PL,1623025223.0
348,eureka,-38.15,144.5667,59.36,98.0,67.0,22.46,AU,1623025223.0
349,airai,64.3833,-173.3,42.91,75.0,61.0,8.95,RU,1623025224.0
350,hofn,25.7,100.1833,65.41,48.0,83.0,2.91,CN,1623025224.0
351,san ignacio,10.5669,72.642,81.93,100.0,78.0,12.15,IN,1623025224.0
352,udachnyy,-17.9333,19.7667,48.06,27.0,60.0,6.55,NA,1623025224.0
353,lompoc,-13.4425,-42.2389,67.21,97.0,80.0,5.26,BR,1623025225.0
354,milingimbi,54.4815,53.471,53.02,3.0,79.0,1.39,RU,1623025225.0
355,nanae,37.9887,-84.4777,75.34,1.0,88.0,7.38,US,1623025076.0
356,gasa,21.3469,-158.0858,84.52,75.0,50.0,9.22,US,1623025225.0
357,plainview,5.6667,73.0,82.54,100.0,77.0,16.08,MV,1623025225.0
358,evensk,70.0513,24.9718,46.22,20.0,87.0,3.44,NO,1623025226.0
359,kanniyakumari,12.3642,-1.5383,83.16,37.0,55.0,20.62,BF,1623025226.0
360,burnie,65.9667,78.3667,36.91,32.0,68.0,9.13,RU,1623025226.0
361,chantada,13.2167,-59.5167,81.21,40.0,69.0,21.18,BB,1623025226.0
362,bousse,35.7333,140.8333,73.8,100.0,83.0,0.69,JP,1623025227.0
363,sao joao da barra,53.6,25.8333,52.47,53.0,93.0,6.02,BY,1623025227.0
364,sistranda,39.4547,75.9797,78.01,40.0,19.0,6.64,CN,1623025227.0
365,villa rica,13.7796,124.39,83.88,100.0,75.0,2.71,PH,1623025227.0
366,festus,-37.7167,-72.2333,43.34,100.0,81.0,2.48,CL,1623025228.0
367,tanete,-16.8099,29.6925,48.31,59.0,82.0,6.67,ZW,1623025228.0
368,greenwood,-34.6177,-68.3301,52.95,51.0,56.0,0.94,AR,1623025228.0
369,wasilla,-3.4833,23.4333,68.52,67.0,99.0,1.9,CD,1623025228.0
370,sinnamary,51.55,-9.2667,49.8,100.0,83.0,5.77,IE,1623025229.0
371,ler,60.3964,-1.353,48.11,45.0,83.0,2.75,GB,1623025229.0
372,minas,14.1951,43.3152,87.78,28.0,55.0,7.85,YE,1623025229.0
373,souillac,67.6803,53.1512,34.9,96.0,68.0,13.04,RU,1623025229.0
374,urgut,59.2,37.15,55.81,12.0,74.0,2.06,RU,1623025230.0
375,talcahuano,56.2589,83.9714,58.24,37.0,89.0,7.76,RU,1623025230.0
376,marienburg,-21.15,149.2,72.05,90.0,64.0,14.97,AU,1623025230.0
377,clifton springs,-28.45,18.7333,56.93,0.0,38.0,22.53,NA,1623025230.0
378,provideniya,23.25,87.0667,88.65,100.0,49.0,8.08,IN,1623025231.0
379,dali,39.5505,-107.3248,85.8,69.0,31.0,4.34,US,1623025024.0
380,kavaratti,67.45,153.6833,45.03,99.0,70.0,15.93,RU,1623025231.0
381,grand river south east,36.5583,104.2081,61.68,63.0,42.0,9.66,CN,1623025231.0
382,rundu,7.9281,1.9756,74.93,59.0,87.0,4.32,BJ,1623025231.0
383,paramirim,-41.8697,-73.8203,52.23,100.0,86.0,16.8,CL,1623025232.0
384,oktyabrskiy,63.7553,121.6247,53.02,96.0,75.0,15.9,RU,1623025232.0
385,lexington,42.9019,133.9064,63.66,30.0,65.0,4.5,RU,1623025232.0
386,makakilo city,-17.9,-64.4833,50.74,89.0,97.0,2.26,BO,1623025232.0
387,ugoofaaru,18.0333,73.0167,81.57,35.0,77.0,4.12,IN,1623025233.0
388,lakselv,-20.7377,116.8463,75.4,72.0,54.0,10.87,AU,1623025233.0
389,ouagadougou,36.8886,4.1198,65.17,4.0,91.0,2.01,DZ,1623025233.0
390,urengoy,-26.4579,29.4655,36.55,3.0,92.0,4.52,ZA,1623025233.0
391,bathsheba,17.65,83.2667,82.72,20.0,89.0,12.73,IN,1623025234.0
392,hasaki,6.9833,35.5833,60.69,80.0,92.0,3.11,ET,1623025234.0
393,navahrudak,-25.0519,33.6442,63.5,36.0,80.0,6.42,MZ,1623025234.0
394,kashi,63.2842,118.3319,51.96,77.0,45.0,15.7,RU,1623025234.0
395,gigmoto,62.0833,32.35,50.07,84.0,71.0,7.34,RU,1623025235.0
396,jabiru,54.7682,-101.865,59.2,93.0,69.0,6.64,CA,1623025235.0
397,mulchen,14.15,-87.3333,74.95,20.0,61.0,4.7,HN,1623025235.0
398,karoi,30.1282,111.7784,82.76,72.0,64.0,9.42,CN,1623025235.0
399,san rafael,13.6017,26.6876,85.51,3.0,15.0,10.07,SD,1623025235.0
400,lodja,32.6167,14.0,74.37,39.0,40.0,20.89,LY,1623025236.0
401,skibbereen,55.8252,34.2736,56.61,97.0,90.0,4.09,RU,1623025236.0
402,garm,39.5108,54.3671,73.42,0.0,57.0,8.72,TM,1623025236.0
403,brae,42.6389,-83.2911,86.94,75.0,50.0,5.01,US,1623025042.0
404,zabid,35.4976,-97.2689,77.95,20.0,93.0,1.01,US,1623025045.0
405,iskateley,17.6,80.3333,82.42,6.0,71.0,2.91,IN,1623025237.0
406,kaduy,-8.8368,13.2343,77.0,75.0,88.0,2.3,AO,1623025237.0
407,kozhevnikovo,49.9811,92.0667,50.9,28.0,54.0,2.42,MN,1623025124.0
408,mackay,40.1629,-8.3327,59.81,0.0,93.0,1.66,PT,1623025237.0
409,warmbad,34.2257,-77.9447,78.98,40.0,85.0,5.75,US,1623025237.0
410,bankura,-8.65,115.2167,80.26,20.0,89.0,1.43,ID,1623025034.0
411,glenwood springs,-20.0167,148.2333,73.62,91.0,76.0,12.95,AU,1623025238.0
412,srednekolymsk,-34.0033,24.7314,55.62,2.0,24.0,8.05,ZA,1623025238.0
413,baiyin,50.6789,156.125,43.7,100.0,92.0,11.05,RU,1623025238.0
414,savalou,49.2167,143.1167,56.01,61.0,67.0,4.94,RU,1623025238.0
415,ancud,35.1333,140.3,75.22,95.0,81.0,1.01,JP,1623025239.0
416,vilyuysk,50.5333,2.6333,55.65,15.0,82.0,2.64,FR,1623025239.0
417,preobrazheniye,-43.5333,172.6333,53.02,90.0,95.0,3.0,NZ,1623025228.0
418,comarapa,48.8125,103.5347,39.02,100.0,92.0,8.97,MN,1623025239.0
419,srivardhan,-44.4871,171.2132,48.69,100.0,87.0,2.04,NZ,1623025239.0
420,karratha,21.4612,-71.1419,79.97,17.0,80.0,22.01,TC,1623025240.0
421,tigzirt,-3.945,122.4989,79.5,47.0,80.0,2.98,ID,1623025240.0
422,bethal,2.6708,72.8944,82.98,40.0,74.0,15.77,MV,1623025240.0
423,yarada,21.3906,-158.1547,85.95,75.0,51.0,18.84,US,1623025240.0
424,mizan teferi,-34.0527,23.3716,67.78,1.0,29.0,11.25,ZA,1623025240.0
425,xai-xai,4.423,-7.3528,78.6,100.0,84.0,10.25,CI,1623025241.0
426,nyurba,-0.4536,39.6401,74.73,21.0,72.0,16.08,KE,1623025241.0
427,suoyarvi,40.1667,-87.7506,80.94,1.0,65.0,11.56,US,1623025241.0
428,flin flon,-17.7833,-57.7667,79.99,27.0,42.0,0.98,BO,1623025242.0
429,tamara,-22.2763,166.4572,75.0,99.0,99.0,9.15,NC,1623025242.0
430,nanhai,-28.55,16.4333,65.64,0.0,33.0,12.35,NA,1623025242.0
431,umm kaddadah,0.7,108.9,79.48,95.0,83.0,5.12,ID,1623025242.0
432,masallatah,0.5412,123.0595,79.34,100.0,88.0,1.07,ID,1623025041.0
433,sychevka,55.1333,-7.45,46.9,100.0,87.0,3.27,IE,1623025242.0
434,balkanabat,-37.1833,139.75,61.02,100.0,68.0,33.35,AU,1623025243.0
435,pontiac,-34.6515,-59.4307,51.85,99.0,71.0,7.56,AR,1623025243.0
436,choctaw,22.2876,89.9593,84.96,100.0,82.0,11.9,BD,1623025243.0
437,yellandu,70.9963,24.6622,43.68,2.0,67.0,9.13,NO,1623025243.0
438,luanda,36.3,139.8,74.66,100.0,71.0,1.39,JP,1623025244.0
439,ulaangom,54.4253,119.9327,70.7,5.0,44.0,7.34,RU,1623025244.0
440,lata,57.8799,34.1068,54.73,16.0,85.0,2.35,RU,1623025244.0
441,wilmington,50.2001,-66.3821,55.06,75.0,67.0,1.01,CA,1623025010.0
442,denpasar,-9.8756,-56.0861,76.03,75.0,59.0,3.24,BR,1623025244.0
443,belushya guba,-1.4558,-48.5044,80.64,75.0,83.0,5.75,BR,1623025023.0
444,bowen,61.5734,31.4792,53.4,91.0,84.0,10.36,RU,1623025245.0
445,kruisfontein,24.8167,92.8,75.97,100.0,95.0,0.4,IN,1623025245.0
446,severo-kurilsk,-14.4667,132.2667,75.52,49.0,60.0,8.72,AU,1623025245.0
447,poronaysk,18.6853,12.9164,90.27,99.0,16.0,8.66,NE,1623025245.0
448,katsuura,41.2835,-70.0995,75.31,1.0,84.0,12.66,US,1623025220.0
449,bethune,-17.1078,-43.815,69.51,87.0,54.0,10.25,BR,1623024977.0
450,christchurch,48.4667,21.2833,58.75,1.0,85.0,5.46,HU,1623025246.0
451,bulgan,69.3,139.9,45.64,11.0,53.0,7.34,RU,1623025246.0
452,pareora,3.7833,72.9667,83.07,58.0,74.0,15.5,MV,1623025246.0
453,cockburn town,-19.8,-174.35,80.71,20.0,65.0,12.66,TO,1623025246.0
454,kendari,48.0056,91.6419,47.5,4.0,46.0,4.76,MN,1623025247.0
455,kudahuvadhoo,-23.5833,148.8833,66.02,0.0,46.0,7.45,AU,1623025247.0
456,nanakuli,37.1041,-113.5841,102.67,1.0,11.0,10.0,US,1623024950.0
457,plettenberg bay,-3.1374,142.3475,76.37,99.0,95.0,5.44,PG,1623025247.0
458,tabou,64.8945,-23.7142,47.07,100.0,88.0,2.57,IS,1623025248.0
459,garissa,13.0833,109.3,82.65,100.0,73.0,10.16,VN,1623025248.0
460,vermilion,-12.4303,-39.2514,67.44,41.0,98.0,3.6,BR,1623025248.0
461,puerto quijarro,34.6667,138.95,74.16,95.0,84.0,0.81,JP,1623025248.0
462,noumea,42.9744,140.5089,64.4,100.0,67.0,4.9,JP,1623025249.0
463,oranjemund,-23.7781,-45.3581,69.51,35.0,91.0,6.38,BR,1623025217.0
464,sungairaya,-17.5333,-149.3333,86.02,71.0,74.0,11.03,PF,1623025249.0
465,gorontalo,-28.783,32.0377,57.76,0.0,80.0,7.61,ZA,1623025036.0
466,buncrana,0.6,-80.0333,76.37,100.0,86.0,12.12,EC,1623025249.0
467,robe,31.6,131.3667,74.35,100.0,78.0,5.84,JP,1623025249.0
468,mercedes,51.7001,-113.2686,66.69,72.0,29.0,1.14,CA,1623025250.0
469,mathbaria,53.1969,-8.5669,50.85,100.0,78.0,2.57,IE,1623025250.0
470,pribelskiy,53.9,27.5667,55.15,19.0,90.0,7.65,BY,1623025250.0
471,havoysund,-2.95,25.95,68.18,97.0,99.0,2.44,CD,1623025250.0
472,oyama,-7.3,27.4167,72.55,90.0,58.0,7.27,CD,1623025251.0
473,tupik,-32.25,148.6167,50.13,49.0,81.0,5.75,AU,1623025251.0
474,bologoye,69.4865,88.3972,31.68,100.0,96.0,5.57,RU,1623025251.0
475,sept-iles,-19.1164,33.4833,57.06,75.0,100.0,5.59,MZ,1623025251.0
476,alta floresta,19.8,85.85,87.39,91.0,85.0,21.39,IN,1623025252.0
477,bethlehem,-14.0931,-46.3694,68.67,97.0,53.0,6.02,BR,1623025252.0
478,pitkyaranta,-3.9839,-38.7273,79.68,22.0,90.0,3.11,BR,1623025252.0
479,silchar,36.2831,116.4453,87.78,100.0,36.0,13.85,CN,1623025252.0
480,katherine,26.72,119.8556,71.91,36.0,73.0,1.97,CN,1623025253.0
481,bilma,45.2167,127.9667,63.82,4.0,72.0,2.35,CN,1623025253.0
482,nantucket,51.1494,-100.0502,71.74,1.0,35.0,18.41,CA,1623025253.0
483,bocaiuva,4.6374,103.4368,76.93,20.0,94.0,4.76,MY,1623025253.0
484,gonc,57.8,158.6667,56.59,86.0,56.0,7.38,RU,1623025254.0
485,deputatskiy,16.2923,119.8062,81.66,98.0,77.0,9.6,PH,1623025254.0
486,mahibadhoo,65.9939,57.5281,36.52,88.0,71.0,12.71,RU,1623025254.0
487,pangai,30.634,117.8517,76.6,100.0,64.0,2.66,CN,1623025254.0
488,hovd,38.3167,116.8667,83.16,98.0,35.0,11.54,CN,1623025255.0
489,blackwater,14.4,46.4667,81.34,51.0,34.0,5.46,YE,1623025255.0
490,saint george,-10.9492,-75.2261,71.55,71.0,92.0,0.56,PE,1623025255.0
491,cockburn harbour,55.3422,-131.6461,54.07,75.0,76.0,14.97,US,1623025255.0
492,aitape,6.3032,120.5836,82.8,100.0,73.0,4.14,PH,1623025256.0
493,armacao dos buzios,78.2186,15.6401,35.44,0.0,80.0,8.05,SJ,1623025256.0
494,olafsvik,48.6499,-53.1147,39.2,77.0,85.0,16.33,CA,1623025256.0
495,sorvag,-38.3739,-60.2798,48.22,98.0,52.0,9.95,AR,1623025256.0
496,tuy hoa,57.4028,67.0786,57.29,55.0,67.0,6.8,RU,1623025256.0
497,santo estevao,-33.0333,137.5833,60.69,5.0,59.0,24.16,AU,1623025257.0
498,shimoda,19.2833,-81.25,84.2,20.0,58.0,1.01,KY,1623025257.0
499,iwanai,-45.8742,170.5036,55.8,87.0,68.0,8.01,NZ,1623025225.0
500,ilhabela,39.1834,-84.5333,78.53,75.0,87.0,1.99,US,1623025134.0
501,tiarei,25.5198,90.2201,72.48,77.0,97.0,6.29,IN,1623025257.0
502,karaul,-7.6167,-78.05,57.31,88.0,81.0,1.52,PE,1623025258.0
503,richards bay,61.2767,108.0108,45.32,3.0,46.0,12.08,RU,1623025258.0
504,muisne,-29.6842,-53.8069,56.5,90.0,94.0,13.53,BR,1623025258.0
505,nichinan,41.129,1.249,65.39,75.0,81.0,1.14,ES,1623025041.0
506,zarakes,32.3333,-117.0333,73.94,43.0,65.0,8.43,MX,1623025258.0
507,three hills,60.403,56.4787,53.89,70.0,73.0,0.81,RU,1623025259.0
508,loughrea,26.5412,-77.0636,79.11,86.0,78.0,12.95,BS,1623025259.0
509,minsk,-7.2586,-64.7981,74.59,98.0,97.0,2.42,BR,1623025259.0
510,kindu,26.1903,107.5125,72.59,46.0,71.0,0.49,CN,1623025259.0
511,manono,64.5667,143.2,63.57,100.0,63.0,6.44,RU,1623025260.0
512,dubbo,47.6469,53.3463,69.44,90.0,44.0,8.95,KZ,1623025260.0
513,talnakh,-23.865,35.3833,67.26,84.0,74.0,10.31,MZ,1623025260.0
514,chimoio,33.0833,-16.3333,63.36,40.0,72.0,11.5,PT,1623025260.0
515,puri,62.6667,135.6,66.51,99.0,57.0,5.59,RU,1623025261.0
516,posse,-0.1934,-74.7819,73.44,90.0,97.0,1.16,CO,1623025261.0
517,papara,69.4719,25.5112,37.51,40.0,61.0,4.61,NO,1623025261.0
518,pingyin,45.8373,29.6142,59.11,19.0,79.0,7.54,UA,1623025262.0
519,xinan,-8.11,-42.9444,80.15,90.0,40.0,6.87,BR,1623025262.0
520,shangzhi,4.375,-7.7169,78.39,100.0,87.0,11.48,LR,1623025262.0
521,dauphin,29.9227,56.5743,64.45,2.0,27.0,6.71,IR,1623025263.0
522,paka,63.4427,-20.2734,48.0,100.0,87.0,16.33,IS,1623025263.0
523,tigil,24.8,125.2833,82.26,75.0,89.0,8.05,JP,1623025264.0
524,catuday,-18.65,-173.9833,83.08,20.0,69.0,8.05,TO,1623025264.0
525,usinsk,50.8552,0.5729,59.72,25.0,92.0,3.96,GB,1623025264.0
526,rongcheng,52.4675,96.11,44.33,100.0,78.0,0.92,RU,1623025265.0
527,cangzhou,9.4942,50.8122,78.69,4.0,86.0,24.94,SO,1623025265.0
528,marzuq,40.4723,50.333,64.54,0.0,84.0,11.5,AZ,1623025265.0
529,perene,66.0449,-17.3389,48.11,71.0,79.0,4.72,IS,1623025265.0
530,ketchikan,33.6668,-95.5836,82.53,1.0,74.0,5.97,US,1623025266.0
531,simbahan,51.5877,-2.9984,57.81,7.0,86.0,3.89,GB,1623025266.0
532,longyearbyen,18.3851,42.4509,68.52,5.0,48.0,3.44,SA,1623025266.0
533,bonavista,0.1333,117.5,78.42,100.0,88.0,6.4,ID,1623025266.0
534,umm durman,4.9333,-52.3333,78.1,0.0,89.0,4.27,GF,1623025267.0
535,tres arroyos,28.6585,-17.9182,64.15,0.0,83.0,12.24,ES,1623025267.0
536,yarkovo,-3.3333,128.9167,80.65,98.0,80.0,2.17,ID,1623025267.0
537,whyalla,40.9478,-90.3712,83.91,40.0,50.0,13.8,US,1623025268.0
538,bodden town,10.8639,0.205,79.97,98.0,61.0,7.02,TG,1623025268.0
539,dunedin,12.0564,-61.7485,80.28,20.0,78.0,17.27,GD,1623025268.0
540,hamilton,71.0357,27.8492,40.01,4.0,69.0,3.06,NO,1623025268.0
541,tura,-29.3353,-49.7269,60.98,100.0,90.0,3.76,BR,1623025269.0
542,cajabamba,-13.1256,38.9997,59.79,12.0,84.0,8.05,MZ,1623025269.0
543,yerbogachen,58.0458,63.696,56.84,76.0,72.0,4.72,RU,1623025269.0
544,santa maria,53.8251,-101.2541,57.22,90.0,88.0,14.7,CA,1623025269.0
545,tarragona,70.3705,31.1107,39.15,6.0,73.0,0.45,NO,1623025270.0
546,rosarito,44.1539,-87.5693,84.47,1.0,67.0,13.8,US,1623025270.0
547,cherdyn,-3.2828,30.9642,68.4,100.0,65.0,1.39,TZ,1623025270.0
548,marsh harbour,43.7501,-81.7165,79.12,38.0,44.0,14.97,CA,1623025270.0
549,labrea,65.7,82.4667,36.5,44.0,70.0,10.94,RU,1623025271.0
550,xiaoweizhai,61.1333,74.8167,43.57,43.0,54.0,2.39,RU,1623025271.0
551,ust-nera,-16.0999,167.4164,78.46,94.0,72.0,13.22,VU,1623025271.0
552,makat,60.34,102.2797,44.31,76.0,54.0,5.75,RU,1623025271.0
553,huazolotitlan,-12.7406,-60.1458,75.42,100.0,60.0,2.15,BR,1623025271.0
554,inhambane,-37.8068,144.8916,59.2,75.0,74.0,8.01,AU,1623025272.0
555,camacha,62.2415,25.7209,58.12,0.0,86.0,1.9,FI,1623025272.0
556,khandyga,33.7333,135.9833,74.39,100.0,79.0,3.36,JP,1623025272.0
557,puerto leguizamo,40.4272,71.7189,76.42,80.0,38.0,4.61,UZ,1623025096.0
558,karasjok,41.8666,-103.6672,85.32,1.0,40.0,8.01,US,1623025089.0
559,tatarbunary,48.0448,40.045,55.54,64.0,94.0,8.14,RU,1623025273.0
560,pirsagi,54.9076,99.0276,54.01,60.0,56.0,5.14,RU,1623025273.0
561,canto do buriti,44.804,20.4651,62.69,0.0,85.0,1.52,RS,1623025051.0
562,harper,13.8292,20.8324,86.32,87.0,39.0,8.88,TD,1623025273.0
563,ngukurr,-2.479,29.5564,56.43,65.0,82.0,3.22,RW,1623025273.0
564,bardsir,31.8335,-81.5004,80.98,20.0,41.0,5.75,US,1623025172.0
565,vestmannaeyjar,,,,,,,,
566,hirara,,,,,,,,
567,barbar,,,,,,,,
568,neiafu,,,,,,,,
569,hastings,,,,,,,,
570,toora-khem,,,,,,,,
571,bandarbeyla,,,,,,,,
572,artyom,,,,,,,,
573,husavik,,,,,,,,
574,lamar,,,,,,,,
575,newport,,,,,,,,
576,solovetskiy,,,,,,,,
577,faya,,,,,,,,
578,bontang,,,,,,,,
579,sansai,,,,,,,,
580,cayenne,,,,,,,,
581,los llanos de aridane,,,,,,,,
582,amahai,,,,,,,,
583,galesburg,,,,,,,,
584,dapaong,,,,,,,,
585,saint-georges,,,,,,,,
586,mehamn,,,,,,,,
587,torres,,,,,,,,
588,montepuez,,,,,,,,
589,turinsk,,,,,,,,
590,the pas,,,,,,,,
591,vardo,,,,,,,,
592,viligili,,,,,,,,
593,two rivers,,,,,,,,
594,kakonko,,,,,,,,
595,goderich,,,,,,,,
596,krasnoselkup,,,,,,,,
597,lokosovo,,,,,,,,
598,lakatoro,,,,,,,,
599,vanavara,,,,,,,,
600,vilhena,,,,,,,,
601,seddon,,,,,,,,
602,jyvaskyla,,,,,,,,
603,shingu,,,,,,,,
604,komsomolskiy,,,,,,,,
605,scottsbluff,,,,,,,,
606,almaznyy,,,,,,,,
607,nizhneudinsk,,,,,,,,
608,belgrade,,,,,,,,
609,abeche,,,,,,,,
610,nzega,,,,,,,,
611,liberty,,,,,,,,
